,0
237,"unexpected key ""paths-igone"" for ""push"" section. expected one of ""branches"", ""branches-ignore"", ""paths"", ""paths-ignore"", ""tags"", ""tags-ignore"", ""types"", ""workflows"""
238,"unexpected key ""paths-igone"" for ""pull_request"" section. expected one of ""branches"", ""branches-ignore"", ""paths"", ""paths-ignore"", ""tags"", ""tags-ignore"", ""types"", ""workflows"""
239,"unexpected key ""QUAY_ENCRYPTED_PASS"" for ""step"" section. expected one of ""continue-on-error"", ""env"", ""id"", ""if"", ""name"", ""run"", ""shell"", ""timeout-minutes"", ""uses"", ""with"", ""working-directory"""
240,"key ""uses"" is duplicated in element of ""steps"" section. previously defined at line:8,col:7. note that key names are case insensitive"
241,"""runs-on"" section is missing in job ""tests-mri"""
242,"""steps"" section is missing in job ""tests-mri"""
243,"""runs-on"" section is missing in job ""tests"""
244,"""branches"" section is sequence node but mapping node is expected"
245,"key ""concurrency"" is duplicated in workflow. previously defined at line:7,col:1. note that key names are case insensitive"
246,"""runs-on"" section is missing in job ""generate-matrix"""
247,"key ""lint"" is duplicated in ""jobs"" section. previously defined at line:12,col:3. note that key names are case insensitive"
248,"expected ""inputs"" key for ""workflow_dispatch"" section but got ""publish"""
249,"expected ""inputs"" key for ""workflow_dispatch"" section but got ""deploy"""
250,"unexpected key ""version"" for ""workflow"" section. expected one of ""concurrency"", ""defaults"", ""env"", ""jobs"", ""name"", ""on"", ""permissions"", ""run-name"""
251,"unexpected key ""updates"" for ""workflow"" section. expected one of ""concurrency"", ""defaults"", ""env"", ""jobs"", ""name"", ""on"", ""permissions"", ""run-name"""
252,"key ""release"" is duplicated in ""jobs"" section. previously defined at line:55,col:3. note that key names are case insensitive"
253,"unexpected key ""lint"" for ""workflow"" section. expected one of ""concurrency"", ""defaults"", ""env"", ""jobs"", ""name"", ""on"", ""permissions"", ""run-name"""
254,"invalid value ""bool"" for input type of workflow_call event. it must be one of ""boolean"", ""number"", or ""string"""
255,"key ""dotnet-version"" is duplicated in ""with"" section. previously defined at line:29,col:9. note that key names are case insensitive"
256,"""tags"" section is scalar node but mapping node is expected"
257,"unexpected key ""version"" for ""step"" section. expected one of ""continue-on-error"", ""env"", ""id"", ""if"", ""name"", ""run"", ""shell"", ""timeout-minutes"", ""uses"", ""with"", ""working-directory"""
258,"unexpected key ""workflow_dispatch"" for ""push"" section. expected one of ""branches"", ""branches-ignore"", ""paths"", ""paths-ignore"", ""tags"", ""tags-ignore"", ""types"", ""workflows"""
259,"key ""wait-on"" is duplicated in ""with"" section. previously defined at line:70,col:9. note that key names are case insensitive"
260,"key ""wait-on-timeout"" is duplicated in ""with"" section. previously defined at line:72,col:9. note that key names are case insensitive"
261,"unexpected key ""macos"" for ""job"" section. expected one of ""concurrency"", ""container"", ""continue-on-error"", ""defaults"", ""env"", ""environment"", ""if"", ""name"", ""needs"", ""outputs"", ""permissions"", ""runs-on"", ""secrets"", ""services"", ""steps"", ""strategy"", ""timeout-minutes"", ""uses"", ""with"""
262,"unexpected key ""steps"" for ""strategy"" section. expected one of ""fail-fast"", ""matrix"", ""max-parallel"""
263,"""steps"" section is missing in job ""docker"""
264,"unexpected key ""env"" for ""strategy"" section. expected one of ""fail-fast"", ""matrix"", ""max-parallel"""
265,"unexpected key ""manylinux1"" for ""job"" section. expected one of ""concurrency"", ""container"", ""continue-on-error"", ""defaults"", ""env"", ""environment"", ""if"", ""name"", ""needs"", ""outputs"", ""permissions"", ""runs-on"", ""secrets"", ""services"", ""steps"", ""strategy"", ""timeout-minutes"", ""uses"", ""with"""
266,"unexpected key ""datafusion"" for ""workflow"" section. expected one of ""concurrency"", ""defaults"", ""env"", ""jobs"", ""name"", ""on"", ""permissions"", ""run-name"""
267,"unexpected key ""rust-lang"" for ""workflow"" section. expected one of ""concurrency"", ""defaults"", ""env"", ""jobs"", ""name"", ""on"", ""permissions"", ""run-name"""
268,"unexpected key ""lang-rust"" for ""workflow"" section. expected one of ""concurrency"", ""defaults"", ""env"", ""jobs"", ""name"", ""on"", ""permissions"", ""run-name"""
269,"unexpected key ""parquet"" for ""workflow"" section. expected one of ""concurrency"", ""defaults"", ""env"", ""jobs"", ""name"", ""on"", ""permissions"", ""run-name"""
270,"unexpected key ""flight"" for ""workflow"" section. expected one of ""concurrency"", ""defaults"", ""env"", ""jobs"", ""name"", ""on"", ""permissions"", ""run-name"""
271,"unexpected key ""gandiva"" for ""workflow"" section. expected one of ""concurrency"", ""defaults"", ""env"", ""jobs"", ""name"", ""on"", ""permissions"", ""run-name"""
272,"unexpected key ""lang-js"" for ""workflow"" section. expected one of ""concurrency"", ""defaults"", ""env"", ""jobs"", ""name"", ""on"", ""permissions"", ""run-name"""
273,"unexpected key ""lang-c++"" for ""workflow"" section. expected one of ""concurrency"", ""defaults"", ""env"", ""jobs"", ""name"", ""on"", ""permissions"", ""run-name"""
274,"unexpected key ""lang-java"" for ""workflow"" section. expected one of ""concurrency"", ""defaults"", ""env"", ""jobs"", ""name"", ""on"", ""permissions"", ""run-name"""
275,"unexpected key ""lang-go"" for ""workflow"" section. expected one of ""concurrency"", ""defaults"", ""env"", ""jobs"", ""name"", ""on"", ""permissions"", ""run-name"""
276,"unexpected key ""lang-csharp"" for ""workflow"" section. expected one of ""concurrency"", ""defaults"", ""env"", ""jobs"", ""name"", ""on"", ""permissions"", ""run-name"""
277,"unexpected key ""lang-c-glib"" for ""workflow"" section. expected one of ""concurrency"", ""defaults"", ""env"", ""jobs"", ""name"", ""on"", ""permissions"", ""run-name"""
278,"unexpected key ""lang-ruby"" for ""workflow"" section. expected one of ""concurrency"", ""defaults"", ""env"", ""jobs"", ""name"", ""on"", ""permissions"", ""run-name"""
279,"unexpected key ""lang-julia"" for ""workflow"" section. expected one of ""concurrency"", ""defaults"", ""env"", ""jobs"", ""name"", ""on"", ""permissions"", ""run-name"""
280,"unexpected key ""lang-R"" for ""workflow"" section. expected one of ""concurrency"", ""defaults"", ""env"", ""jobs"", ""name"", ""on"", ""permissions"", ""run-name"""
281,"unexpected key ""lang-python"" for ""workflow"" section. expected one of ""concurrency"", ""defaults"", ""env"", ""jobs"", ""name"", ""on"", ""permissions"", ""run-name"""
282,"unexpected key ""ballista"" for ""workflow"" section. expected one of ""concurrency"", ""defaults"", ""env"", ""jobs"", ""name"", ""on"", ""permissions"", ""run-name"""
283,"unexpected key ""lang-matlab"" for ""workflow"" section. expected one of ""concurrency"", ""defaults"", ""env"", ""jobs"", ""name"", ""on"", ""permissions"", ""run-name"""
284,"unexpected key ""docs"" for ""workflow"" section. expected one of ""concurrency"", ""defaults"", ""env"", ""jobs"", ""name"", ""on"", ""permissions"", ""run-name"""
285,"unexpected key ""Component: Go"" for ""workflow"" section. expected one of ""concurrency"", ""defaults"", ""env"", ""jobs"", ""name"", ""on"", ""permissions"", ""run-name"""
286,"unexpected key ""Component: GLib"" for ""workflow"" section. expected one of ""concurrency"", ""defaults"", ""env"", ""jobs"", ""name"", ""on"", ""permissions"", ""run-name"""
287,"unexpected key ""Component: JavaScript"" for ""workflow"" section. expected one of ""concurrency"", ""defaults"", ""env"", ""jobs"", ""name"", ""on"", ""permissions"", ""run-name"""
288,"unexpected key ""Component: C#"" for ""workflow"" section. expected one of ""concurrency"", ""defaults"", ""env"", ""jobs"", ""name"", ""on"", ""permissions"", ""run-name"""
289,"unexpected key ""Component: Python"" for ""workflow"" section. expected one of ""concurrency"", ""defaults"", ""env"", ""jobs"", ""name"", ""on"", ""permissions"", ""run-name"""
290,"unexpected key ""Component: R"" for ""workflow"" section. expected one of ""concurrency"", ""defaults"", ""env"", ""jobs"", ""name"", ""on"", ""permissions"", ""run-name"""
291,"unexpected key ""Component: Ruby"" for ""workflow"" section. expected one of ""concurrency"", ""defaults"", ""env"", ""jobs"", ""name"", ""on"", ""permissions"", ""run-name"""
292,"unexpected key ""Component: MATLAB"" for ""workflow"" section. expected one of ""concurrency"", ""defaults"", ""env"", ""jobs"", ""name"", ""on"", ""permissions"", ""run-name"""
293,"unexpected key ""Component: C++"" for ""workflow"" section. expected one of ""concurrency"", ""defaults"", ""env"", ""jobs"", ""name"", ""on"", ""permissions"", ""run-name"""
294,"unexpected key ""Component: Java"" for ""workflow"" section. expected one of ""concurrency"", ""defaults"", ""env"", ""jobs"", ""name"", ""on"", ""permissions"", ""run-name"""
295,"unexpected key ""Component: C++ - Gandiva"" for ""workflow"" section. expected one of ""concurrency"", ""defaults"", ""env"", ""jobs"", ""name"", ""on"", ""permissions"", ""run-name"""
296,"unexpected key ""Component: Parquet"" for ""workflow"" section. expected one of ""concurrency"", ""defaults"", ""env"", ""jobs"", ""name"", ""on"", ""permissions"", ""run-name"""
297,"unexpected key ""Component: Documentation"" for ""workflow"" section. expected one of ""concurrency"", ""defaults"", ""env"", ""jobs"", ""name"", ""on"", ""permissions"", ""run-name"""
298,"unexpected key ""Component: FlightRPC"" for ""workflow"" section. expected one of ""concurrency"", ""defaults"", ""env"", ""jobs"", ""name"", ""on"", ""permissions"", ""run-name"""
299,"unexpected key ""Component: Swift"" for ""workflow"" section. expected one of ""concurrency"", ""defaults"", ""env"", ""jobs"", ""name"", ""on"", ""permissions"", ""run-name"""
300,"unexpected key ""arrow-flight"" for ""workflow"" section. expected one of ""concurrency"", ""defaults"", ""env"", ""jobs"", ""name"", ""on"", ""permissions"", ""run-name"""
301,"unexpected key ""arrow"" for ""workflow"" section. expected one of ""concurrency"", ""defaults"", ""env"", ""jobs"", ""name"", ""on"", ""permissions"", ""run-name"""
302,"unexpected key ""parquet-derive"" for ""workflow"" section. expected one of ""concurrency"", ""defaults"", ""env"", ""jobs"", ""name"", ""on"", ""permissions"", ""run-name"""
303,"unexpected key ""object-store"" for ""workflow"" section. expected one of ""concurrency"", ""defaults"", ""env"", ""jobs"", ""name"", ""on"", ""permissions"", ""run-name"""
304,"unexpected key ""python"" for ""workflow"" section. expected one of ""concurrency"", ""defaults"", ""env"", ""jobs"", ""name"", ""on"", ""permissions"", ""run-name"""
305,"unexpected key ""sql"" for ""workflow"" section. expected one of ""concurrency"", ""defaults"", ""env"", ""jobs"", ""name"", ""on"", ""permissions"", ""run-name"""
306,"unexpected key ""development-process"" for ""workflow"" section. expected one of ""concurrency"", ""defaults"", ""env"", ""jobs"", ""name"", ""on"", ""permissions"", ""run-name"""
307,"unexpected key ""documentation"" for ""workflow"" section. expected one of ""concurrency"", ""defaults"", ""env"", ""jobs"", ""name"", ""on"", ""permissions"", ""run-name"""
308,"unexpected key ""core"" for ""workflow"" section. expected one of ""concurrency"", ""defaults"", ""env"", ""jobs"", ""name"", ""on"", ""permissions"", ""run-name"""
309,"unexpected key ""logical-expr"" for ""workflow"" section. expected one of ""concurrency"", ""defaults"", ""env"", ""jobs"", ""name"", ""on"", ""permissions"", ""run-name"""
310,"unexpected key ""physical-expr"" for ""workflow"" section. expected one of ""concurrency"", ""defaults"", ""env"", ""jobs"", ""name"", ""on"", ""permissions"", ""run-name"""
311,"unexpected key ""optimizer"" for ""workflow"" section. expected one of ""concurrency"", ""defaults"", ""env"", ""jobs"", ""name"", ""on"", ""permissions"", ""run-name"""
312,"unexpected key ""sqllogictest"" for ""workflow"" section. expected one of ""concurrency"", ""defaults"", ""env"", ""jobs"", ""name"", ""on"", ""permissions"", ""run-name"""
313,"unexpected key ""substrait"" for ""workflow"" section. expected one of ""concurrency"", ""defaults"", ""env"", ""jobs"", ""name"", ""on"", ""permissions"", ""run-name"""
